,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
1086,2213269742,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS670295306,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Humedal Baldera,Lambayeque,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-6.80194,-79.9503,,,,,,,2018-10-19T00:00:00,19,10,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS670295306,,,,CC0_1_0,,obsr166896,,,2021-03-09T13:12:41.455Z,,
1097,1190837799,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275511791,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,"Laguna Capitán, Dpto. Pte. Hayes (Alto Chaco)",Presidente Hayes,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.5403,-59.6764,,,,,,,1998-11-22T00:00:00,22,11,1998,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275511791,,,,CC0_1_0,,obsr520076,,,2021-03-09T12:51:01.525Z,,
1103,1170969332,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS253484226,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,São Borja - wetlands between São Borja and Itaqui,Rio Grande do Sul,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-29.0111,-56.1734,,,,,,,2008-02-21T00:00:00,21,2,2008,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS253484226,,,,CC0_1_0,,obsr412230,,,2021-03-09T12:50:54.365Z,,
1108,267808990,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_PE:OBS86861165,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Puerto Eten--coastal lagoons,Lambayeque,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-6.9073,-79.8923,,,,,,,2010-02-15T00:00:00,15,2,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_PE,OBS86861165,,,,CC0_1_0,,obsr206598,,,2021-03-09T12:55:56.460Z,,
1109,1712846628,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS370013408,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Rebio guaratiba,Rio de Janeiro,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.0477,-43.5569,,,,,,,2016-01-31T00:00:00,31,1,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS370013408,,,,CC0_1_0,,obsr550661,,,2021-03-09T12:51:37.418Z,,
1120,2155636690,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS606107490,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Col. Mascias (-30.8624, -60.1321)",Santa Fe,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.8675,-60.1355,,,,,,,2018-03-27T00:00:00,27,3,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS606107490,,,,CC0_1_0,,obsr851247,,,2021-03-09T13:01:27.453Z,,
1130,2153347692,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS595357562,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,EC,Quito airport pond,Pichincha,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.109842,-78.365,,,,,,,2018-04-03T00:00:00,3,4,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS595357562,,,,CC0_1_0,,obsr427193,,,2021-03-09T13:02:09.001Z,,
1132,2123285494,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS671144601,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,EC,Reserva Ecológica Antisana--general area (*Please consider using a more precise hotspot or personal location when possible),Napo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.513947,-78.1866,,,,,,,2017-12-29T00:00:00,29,12,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS671144601,,,,CC0_1_0,,obsr163672,,,2021-03-09T13:03:29.332Z,,
1136,1190913584,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275474918,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Bahía de Asunción,Asunción,PRESENT,8.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2667,-57.6167,,,,,,,2011-12-04T00:00:00,4,12,2011,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275474918,,,,CC0_1_0,,obsr430326,,,2021-03-09T12:50:56.244Z,,
1147,2743568283,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS730211124,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2019-03-24T00:00:00,24,3,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS730211124,,,,CC0_1_0,,obsr1306062,,,2021-03-09T13:04:04.221Z,,
1158,960896839,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS206110645,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Imperial,Araucanía,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.7561,-73.4184,,,,,,,2013-07-27T00:00:00,27,7,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS206110645,,,,CC0_1_0,,obsr330538,,,2021-03-09T12:57:45.476Z,,
1177,2034873200,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS472598157,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mar Chiquita (AICA BA11),Buenos Aires,PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.7444,-57.427,,,,,,,2017-03-04T00:00:00,4,3,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS472598157,,,,CC0_1_0,,obsr427673,,,2021-03-09T13:00:26.218Z,,
1179,2083115596,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS536171306,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Ilha da Marchantaria,Amazonas,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-3.25295,-59.9606,,,,,,,2017-09-16T00:00:00,16,9,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS536171306,,,,CC0_1_0,,obsr119240,,,2021-03-09T13:01:00.250Z,,
1188,2769176131,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS873713611,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Establecimiento El Maleficio,Santa Fe,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.4775,-59.9793,,,,,,,2019-12-28T00:00:00,28,12,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS873713611,,,,CC0_1_0,,obsr642518,,,2021-03-09T12:56:09.088Z,,
1213,2099497741,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS542072851,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,"Playa Capurro, LaTeja. Refineria",Montevideo,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8737,-56.2166,,,,,,,2017-10-16T00:00:00,16,10,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS542072851,,,,CC0_1_0,,obsr746673,,,2021-03-09T12:52:58.279Z,,
1223,2710530032,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS811729205,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Costanera Norte Parte I,Asunción,PRESENT,12.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.276,-57.6327,,,,,,,2019-10-01T00:00:00,1,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS811729205,,,,CC0_1_0,,obsr1200120,,,2021-03-09T13:04:43.417Z,,
1241,2748721845,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS712069472,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,"2989 Ruta 1, Antofagasta, Región de Antofagasta, CL (-23,703, -70,425)",Antofagasta,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.7033,-70.4247,,,,,,,2019-02-17T00:00:00,17,2,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS712069472,,,,CC0_1_0,,obsr418251,,,2021-03-09T13:03:57.030Z,,
1292,1354456641,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS303450827,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Humedal Lagunillas,Coquimbo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.118,-71.3705,,,,,,,2015-03-14T00:00:00,14,3,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS303450827,,,,CC0_1_0,,obsr198533,,,2021-03-09T12:51:45.604Z,,
1294,1190806911,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275523253,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,Asunción--Bahía de Asunción,Asunción,PRESENT,65.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-25.2667,-57.6167,,,,,,,2007-09-14T00:00:00,14,9,2007,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275523253,,,,CC0_1_0,,obsr520076,,,2021-03-09T13:01:37.156Z,,
1307,1159421864,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS239159422,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Mataquito-laguna,Maule,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.9971,-72.1806,,,,,,,2014-02-09T00:00:00,9,2,2014,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS239159422,,,,CC0_1_0,,obsr303584,,,2021-03-09T12:50:56.345Z,,
1329,2193798856,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS652721891,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Paisaje Protegido Laguna de Rocha--Área general,Rocha,PRESENT,500.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6183,-54.2921,,,,,,,2013-01-28T00:00:00,28,1,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS652721891,,,,CC0_1_0,,obsr435325,,,2021-03-09T12:53:22.076Z,,
1349,2659508279,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS718538978,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Estancia Medaland,Buenos Aires,PRESENT,62.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.4319,-57.1917,,,,,,,2019-01-27T00:00:00,27,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS718538978,,,,CC0_1_0,,obsr503712,,,2021-03-09T13:03:24.302Z,,
1383,2797490560,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS818112801,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Avenida Governador Mario Covas Junior (Itanhaém Beira Mar),São Paulo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-24.2201,-46.8499,,,,,,,2019-10-15T00:00:00,15,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS818112801,,,,CC0_1_0,,obsr957558,,,2021-03-09T12:57:01.816Z,,
1418,1397573595,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS353947381,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2015-11-05T00:00:00,5,11,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS353947381,,,,CC0_1_0,,obsr220859,,,2021-03-09T12:52:34.096Z,,
1423,1190965556,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS275370301,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,EC,Laguna de Colta,Chimborazo,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-1.74381,-78.7562,,,,,,,2008-09-23T00:00:00,23,9,2008,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS275370301,,,,CC0_1_0,,obsr104762,,,2021-03-09T13:00:28.453Z,,
1451,2089137229,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS544079568,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mar Chiquita (AICA CO07)--Lomo de los Indios,Córdoba,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.9458,-62.7124,,,,,,,2017-10-21T00:00:00,21,10,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS544079568,,,,CC0_1_0,,obsr765601,,,2021-03-09T12:53:58.966Z,,
1458,230446842,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS61115140,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Mejillones,Antofagasta,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.0965,-70.4282,,,,,,,2008-12-10T00:00:00,10,12,2008,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS61115140,,,,CC0_1_0,,obsr150709,,,2021-03-09T12:57:04.496Z,,
1462,2209084206,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS655994081,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,"El Tesoro, Humedales de Maldonado",Maldonado,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.9076,-54.8765,,,,,,,2018-09-08T00:00:00,8,9,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS655994081,,,,CC0_1_0,,obsr521861,,,2021-03-09T13:11:39.803Z,,
1470,2222096297,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS680206312,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,(IBA) Esteros del Arroyo Maldonado--Área general,Maldonado,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8783,-54.9155,,,,,,,2018-11-25T00:00:00,25,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS680206312,,,,CC0_1_0,,obsr622841,,,2021-03-09T12:53:57.003Z,,
1482,2117031853,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS582092127,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Mundo Marino,Buenos Aires,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.3371,-56.7542,,,,,,,2018-02-25T00:00:00,25,2,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS582092127,,,,CC0_1_0,,obsr1020487,,,2021-03-09T12:53:18.320Z,,
1507,1776104518,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS445999401,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2016-11-27T00:00:00,27,11,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS445999401,,,,CC0_1_0,,obsr162921,,,2021-03-09T12:52:23.470Z,,
1525,2797516527,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS810901543,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Peruíbe--área geral,São Paulo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-24.3128,-47.0006,,,,,,,2019-09-29T00:00:00,29,9,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS810901543,,,,CC0_1_0,,obsr1108784,,,2021-03-09T12:55:57.593Z,,
1559,1385393042,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS340270359,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva de Biósfera Laguna de los Pozuelos (AICA JU15),Jujuy,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.4075,-66.0055,,,,,,,2007-11-07T00:00:00,7,11,2007,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS340270359,,,,CC0_1_0,,obsr419506,,,2021-03-09T12:51:21.970Z,,
1600,1790066636,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS512120435,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Paisaje Protegido Laguna de Rocha--Área general,Rocha,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.6183,-54.2921,,,,,,,2009-01-02T00:00:00,2,1,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS512120435,,,,CC0_1_0,,obsr428578,,,2021-03-09T12:53:28.508Z,,
1601,1762232391,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS430801137,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Punta Balcones,Piura,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-4.6814,-81.3212,,,,,,,2016-09-17T00:00:00,17,9,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS430801137,,,,CC0_1_0,,obsr727823,,,2021-03-09T12:52:17.352Z,,
1611,2801603528,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS843285999,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,"Diagonal 20, Pipinas, Buenos Aires, AR (-35,532, -57,323)",Buenos Aires,PRESENT,8.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-35.532,-57.323,,,,,,,2019-12-28T00:00:00,28,12,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS843285999,,,,CC0_1_0,,obsr920560,,,2021-03-09T13:05:31.341Z,,
1612,1719655830,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS379162883,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Reserva Natural Playa Penino,San José,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7658,-56.416,,,,,,,2016-02-19T00:00:00,19,2,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS379162883,,,,CC0_1_0,,obsr58490,,,2021-03-09T12:52:11.153Z,,
1636,2204745312,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS664487940,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna José Ignacio--Área sur y Desembocadura,Maldonado,PRESENT,20.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8415,-54.6746,,,,,,,2018-10-06T00:00:00,6,10,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS664487940,,,,CC0_1_0,,obsr521961,,,2021-03-09T12:54:09.083Z,,
1649,2672679635,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS722746474,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Pantanal--Pousada Piuval,Mato Grosso,PRESENT,30.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-16.3786,-56.6208,,,,,,,2018-09-10T00:00:00,10,9,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS722746474,,,,CC0_1_0,,obsr280393,,,2021-03-09T13:03:22.313Z,,
1675,2143716970,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS584028778,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2018-02-10T00:00:00,10,2,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS584028778,,,,CC0_1_0,,obsr169196,,,2021-03-09T12:53:53.421Z,,
1730,2100193227,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS543079071,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,BR-364--lago na beira da estrada,Acre,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-8.96941,-69.0415,,,,,,,2017-10-17T00:00:00,17,10,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS543079071,,,,CC0_1_0,,obsr412230,,,2021-03-09T13:11:04.999Z,,
