,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
187843,12/27/2015 0:00,1.0,-37.472565,-66.02099,27.0,12.0,2015.0
187945,12/21/2019 0:00,40.0,-34.664265,-58.312286,21.0,12.0,2019.0
188051,11/23/2009 0:00,1.0,-36.913418,-64.27019,23.0,11.0,2009.0
188259,7/30/2012 0:00,1.0,,,30.0,7.0,2012.0
188262,8/9/2009 0:00,1.0,,,9.0,8.0,2009.0
188266,7/30/2012 0:00,1.0,,,30.0,7.0,2012.0
188281,8/20/2002 0:00,1.0,,,20.0,8.0,2002.0
188284,5/8/2009 0:00,1.0,,,8.0,5.0,2009.0
188285,11/22/1998 0:00,1.0,,,22.0,11.0,1998.0
188286,5/12/2011 0:00,1.0,,,12.0,5.0,2011.0
188289,4/20/2012 0:00,1.0,,,20.0,4.0,2012.0
188298,11/11/2009 0:00,1.0,,,11.0,11.0,2009.0
188299,8/25/1981 0:00,1.0,,,25.0,8.0,1981.0
188311,8/6/2009 0:00,1.0,,,6.0,8.0,2009.0
188318,9/25/2004 0:00,1.0,,,25.0,9.0,2004.0
188321,7/18/2012 0:00,1.0,,,18.0,7.0,2012.0
188322,8/14/2010 0:00,1.0,,,14.0,8.0,2010.0
188325,8/12/2007 0:00,1.0,,,12.0,8.0,2007.0
188326,5/26/2009 0:00,1.0,,,26.0,5.0,2009.0
188327,9/25/1996 0:00,1.0,,,25.0,9.0,1996.0
188337,1/1/1987 0:00,1.0,,,,,1987.0
188342,1/1/1987 0:00,1.0,,,,,1987.0
188345,1/1/1987 0:00,1.0,,,,,1987.0
188505,12/9/2020 0:00,12.0,-38.059196,-57.549994999999996,9.0,12.0,2020.0
188591,2/5/2019 0:00,8.0,-34.169464000000005,-55.150055,5.0,2.0,2019.0
188739,12/16/2016 0:00,25.0,-38.750084,-62.380607999999995,16.0,12.0,2016.0
188841,11/24/2016 0:00,2.0,-31.871434999999998,-58.211575,24.0,11.0,2016.0
188962,11/6/2011 0:00,1.0,-34.86847,-57.825509999999994,6.0,11.0,2011.0
189127,11/27/2019 0:00,11.0,-35.13493,-57.39069,27.0,11.0,2019.0
189397,3/1/1999 0:00,2.0,,,1.0,3.0,1999.0
189779,11/15/2020 0:00,200.0,-34.524822,-58.46524399999999,15.0,11.0,2020.0
190679,11/16/2019 0:00,4.0,-34.286983,-55.26755,16.0,11.0,2019.0
190692,1/27/2020 0:00,9.0,-34.608204,-58.35397,27.0,1.0,2020.0
190903,4/11/2017 0:00,1.0,-0.590204,-77.8786,11.0,4.0,2017.0
191998,2/4/2019 0:00,2.0,-34.279835,-55.206165000000006,4.0,2.0,2019.0
192176,11/16/2019 0:00,1.0,-35.381347999999996,-65.17981,16.0,11.0,2019.0
192222,1/22/2018 0:00,1.0,-38.286834999999996,-60.372665000000005,22.0,1.0,2018.0
193314,11/17/2019 0:00,560.0,-32.928604,-64.04991,17.0,11.0,2019.0
193422,11/20/2015 0:00,80.0,-34.730793,-58.386528000000006,20.0,11.0,2015.0
193461,11/26/2012 0:00,20.0,-33.958,-63.438,26.0,11.0,2012.0
193864,12/5/2015 0:00,500.0,-31.809796999999996,-58.160194,5.0,12.0,2015.0
194355,11/21/2020 0:00,54.0,-28.228802,-61.687416000000006,21.0,11.0,2020.0
194412,2/19/2019 0:00,3.0,-31.871434999999998,-58.211575,19.0,2.0,2019.0
194557,11/23/2018 0:00,700.0,-34.590282,-58.420322,23.0,11.0,2018.0
195611,11/17/2019 0:00,100.0,-31.871246000000003,-58.220314,17.0,11.0,2019.0
195621,11/23/2019 0:00,1.0,-30.062214,-64.6782,23.0,11.0,2019.0
196066,1/3/2016 0:00,6.0,-38.597782,-58.83116,3.0,1.0,2016.0
196311,1/10/2016 0:00,1.0,-38.597202,-58.883255000000005,10.0,1.0,2016.0
196409,2/19/2017 0:00,2.0,-32.479079999999996,-64.28771,19.0,2.0,2017.0
197040,11/7/2013 0:00,2150.0,-30.993614,-62.58129,7.0,11.0,2013.0
197189,12/13/2019 0:00,1.0,-34.53852,-58.443703,13.0,12.0,2019.0
197374,4/28/2017 0:00,3.0,-23.926327,-64.29460999999999,28.0,4.0,2017.0
198290,12/7/2015 0:00,25.0,-32.7725,-58.5013,7.0,12.0,2015.0
198651,11/28/2015 0:00,1.0,-22.951535999999997,-43.047184,28.0,11.0,2015.0
199475,2/15/2015 0:00,9.0,-30.945814000000002,-62.712364,15.0,2.0,2015.0
199552,12/21/2019 0:00,500.0,-34.608204,-58.35397,21.0,12.0,2019.0
199605,11/13/2015 0:00,2000.0,-15.188353,-64.7459,13.0,11.0,2015.0
199639,1/4/2019 0:00,100.0,-32.17217,-56.12175799999999,4.0,1.0,2019.0
199818,12/16/2017 0:00,32.0,-38.273759999999996,-60.390724,16.0,12.0,2017.0
199866,11/22/2020 0:00,7.0,-30.902637,-62.42429,22.0,11.0,2020.0
200143,1/22/2017 0:00,12.0,-31.871434999999998,-58.211575,22.0,1.0,2017.0
200979,12/3/2017 0:00,52.0,-34.606384000000006,-58.435795,3.0,12.0,2017.0
201169,12/7/2020 0:00,1.0,-24.186514000000003,-55.279132999999995,7.0,12.0,2020.0
201309,12/17/2014 0:00,2.0,-31.2785,-56.019165,17.0,12.0,2014.0
201316,12/13/2019 0:00,2.0,-34.817352,-63.871788,13.0,12.0,2019.0
201798,12/10/2016 0:00,6.0,-33.192715,-58.351746,10.0,12.0,2016.0
